赚,半数嫌贵
赫,人面桃花相映红
赫,巧篆朱红作和声
柁,楼畔星桥落残花
柁,残花无端落楼前
柁,鸵鸟奔跑入林中
柁,残花弄影落楼前
忽,记得易经下半部
忽,勿往心上记，一点不在意
忽,勿挂心上
佃,群山环抱仙山隐
佃,连日不断有人来
佃,画中人侧立
佃,退休之后留下来
佃,挖空心思后，人样已憔悴
佃,言而有信是孟尝
佃,一竿初日雁行斜
佃,重心偏左
佃,四方有人
檗,辟谷清泉出游人
檗,开辟蹊径入林中
薠,焚书只为逢春住
薠,怒潮四起草新书
薠,诗稿虽焚心不快
薠,诗稿虽焚愁未了
蹋,云长最先到跟前
湘,相逢西湖边，泪别断桥前
湘,江上柳初眠
湘,泪别断桥边
湘,楼头即目江头景，纵是春光也泪流
湘,十八相送泪分流
湘,西楼洒泪听乡音
湘,森林被毁和泪看
湘,十八相送泪两行
湘,闻乡音，未吐一字泪两行
湘,湖南乡音
湘,汕头春色入眼来
湘,目前种树多浇水
湘,闻乡音，泪洒村前。
湘,楼前秋水江头景，观外春光海上潮
湘,村前含泪听乡音
湘,未落一字泪两行
湘,和泪吞声免是非
湘,人见其濯濯也
湘,西湖春色入眼来
湘,西湖留影
湘,北宋亡泪两行
湘,十八夜观湖
湘,枕畔泪分流
湘,滩头秋水绕疏林
湘,满目春水出芙蓉
湘,临流一望春
湘,江畔春景映眼前
磐,又见船厂面貌改
亏,夸大其辞
亏,少提口号干为先
亏,大加赞誉
亏,夸大其辞必招损，同流合污岂受益
亏,没有夸大损失
亏,大加赞赏
亏,不要夸大
亏,别夸大
亏,同流合污岂受益，夸大其辞必招损
磕,砍左边嗑右边
首,前头我上得第一
首,自在前头称第一
首,奉敬钟馗四五杯
首,船到前头路自明
首,取之有道
首,马尾羊头自相连
首,不送达心不安息
绞,修眉饰面纹
绞,结识相知，履约为先
禆,尊前卑后
雹,包头下雪了
雹,包头有雨
雹,雪落包头
雹,雪落泉下终成包
蚪,蟋蟀大战
蚪,来到闽中正两点
鸪,胡心岛下横山隐
鸪,山雀倒衔一叶来
鸪,三三两两啼声喧
鸪,湖光水月立鸬鹚
嵯,下岗之后，未来上工
衰,衣服破了，谁见谁忧愁
衰,中转服装南北运
衰,衣服破了，谁见谁忧愁。
此,消灭疵点再出厂
此,一弯眉月正顶空
此,短一些再短一些
炅,度此春秋可避秦
炅,大怒之时有分寸
炅,人约黄昏后
炅,春秋不及秦
十,潭水干涸日西隐
十,早日腾飞
十,一直
十,七五计划
十,纠正错误
十,解甲归田亦甘心
十,田中
十,四时漫江皆碧透
十,成功地有方须盖草
十,三三两两
十,一生不闲
十,一来就干跑买卖
十,二月青犹短
十,一来就劳动
十,东山再起
十,买得来就得卖
十,上下紧密联系，都要节约一点
十,思
十,一一归来见天子
十,一来就工作
十,一竖
十,古代有，今天没有，支出有，收入没有。
十,早日回归
十,一生勤劳
十,全靠二人来配合
十,谋略已成论得失
十,晴开二月天
十,打破固有框框
菥,苑前沂水向东流
锿,高中之后着金衣
锿,衣着破了，有放射性
锿,秋收之后悲声起
倮,无人知是荔枝来
倮,画间春意自撩人
倮,人要实在
揄,提前一天到俞州
揄,提前到俞州
揄,提前一月拿人
匡,共工撞倒不周
匡,君今在罗网
匡,不见东国星已沉
匡,要为国多贡献一点
匡,是非面前得开口
匡,丹心一直图为国
匡,天子欲开三面网
匡,为王者，不禁口
匡,共工头触山为倒
匡,山倾江断流
糗,自摆乌龙，不沾粉末
绥,不忘前约爱如初
绥,异乡爱上一姑娘
绥,异乡姑娘觅不见
绥,爱上异乡姑娘
绥,爱上绝色少女
绥,绝色少女觅不见
绥,残红斜月东楼下
绝,一色浑然收，红绿紫共有
绝,节约一半反增色
绝,黄绢隐语无伦比
绝,万紫千红终是春
贷,原始货币用何物
贷,衣袋无钱需要借
迒,小路走过几曾来
饥,餐桌
饥,几处争先水中翻
俣,独伫姑苏听雨声
婵,小姑居处本无郎
婵,日内瓦
婵,如此取巧图的钱
婵,独生女
械,人届而立成就后
械,人肯种茶弃戈兵
旗,共有二人说出访
旗,访得其人，无须多言。
铉,时维九月，序属三秋
铉,秋色正浓玄色淡
舌,湖心岛上
舌,千张嘴，千张嘴，要想活，给它水。
舌,一字有千口，人人都得有，如果你不信，请你张开口。
舌,千古奇缘
舌,同心一直到白头
舌,合纵连横千古在
舌,千古牵连一时消
舌,沾水就活
舌,白头谐老
舌,千个口
舌,白头，掉尾格
舌,白头偕老不分离
舌,一个字，千张嘴，要想活，给它水
舌,残月下章台
舌,千古共存
窖,靠前空出一半
窖,先下去，容人走完再进来
髌,膝盖骨，十分硬
髌,膝盖骨折
髌,膝盖骨
髌,骨头有了兵
胯,月中大会
胯,月下独垂钓
遒,酋长一点到达
遒,客人一走，送走一人
鹪,焦点难寻黄雀来
镧,秋色满门杏半开
镧,秋色满门杏半林
镧,秋色入空闺
莙,花前君子约
莙,花前君子正模样
莙,花前君子同
莙,君住艹下
莙,花前君子直
莙,花前君子常相狎
莙,君住草堂
莙,花前君子常相依
皲,皮肤变化破了容
皲,破军皮
皲,激战之后破军皮
皲,皮肤变化差一点
皲,皮肤变化破了皮
皲,皮肤变样破了
拓,原先扣合，又开新路
拓,打破西方记录
拓,原先扣合略不同
拓,点心能手招进厂
拓,携手同心结白头
槲,斜楼半在角城中
鮰,山东有回事
鮰,鱼东还
篰,个个部署简书
篰,个个部署简简
篰,个个部门
篰,个个部署简册
篰,个个部署简简单
梢,楼前只见月当头
梢,枝头悬小月
梢,西楼明月当头照
梢,腊梅半放正当头
梢,当头明月溶疏林
髅,三尺青锋入骨端
髅,三尺青锋入骨中
咬,失效的东东咱不用
咬,一尊且进离亭前
咬,严格一点
咬,陆游唐婉错结缘
蝇,上面虽切断，下面仍有电
蝇,虽断电，仍须注意安全
泵,飞落白泉下山岩
泵,劈岩移山引泉来
泵,水上码头
泵,水落石出
泵,岛
泵,码头水位降
贞,共同负责早点
贞,上头破格用人
贞,败后溜之上上着
僚,在单位不用辛劳，大小也是个官嘛
齧,刀齒並非鋸齒
齧,刀齒
齧,刀齿
齧,刀齒鋸齒
殡,来者不善
殡,一自黄昏身是客
溲,老人河
溲,老叟下酒去
溲,老汉潜水
溲,老汉在水边
铗,灯前挑针针脚乱
唧,鲫鱼游出方塘外
唧,嘴
唧,不一日即到
唧,枯竹老节鸟飞鸣
唧,卿若西去莫隐名
俗,人人为四化
俗,欲做先生愧失雅
俗,八方人来重相聚
俗,只要改革，从此变样
未,成本一定要下降
未,宛如土下生根须
未,一向上爬忘了本
未,一下露出本相
未,一字不出头
未,午后独自上西楼
娠,一日清晨端是好
娠,晨昏奉侍应如前
娠,千金喜乘龙
獒,一只狗，瞪着两眼，左右乱
獒,一只狗，瞪着两眼，嘴巴长
獒,一只狗，瞪着两眼，凶猛无
獒,敖包
獒,敖鬼
獒,一只狗，瞪着两眼，其实不
盍,箭穿云霄盛空前
盍,盛会空前旧日无
盍,前线败退后路断，为脱困勾践无奈先定城下盟
椰,一颗闲心，两个耳朵。
嫫,莫生女
嫫,莫生男儿
嫫,莫生女色
嫫,莫让金闺怨
酴,余音一曲伴醉翁
酴,独自沽酒邀清流
态,心上一点没有做爹的意思
态,心有余而力不足
态,人老心一点不老
态,芳心暗寄心上人
态,心怀天下献丹心
态,人心一点不丢
态,人要有一点上进心
态,心胸大一点
态,人心求一统，一点不可分
暗,站了两天
暗,声闻于天
暗,左边一个太阳，右边一个太阳，站在太阳上反而不见光
暗,左边一个太阳，右边一个太阳，站在太阳上，反而不见光。
暗,立在两日旁，反而没有光
飕,风叟
飕,老头风叟
飕,老头立歪风
飕,老汉乘风而立
哮,夜半一枝斜吐出
哮,老俩口子两化装
哮,瓜田李下心若定
鞭,改革洽人心
鞭,人事改革
鞭,人临改革催骏马
焚,戒烟之后夜无梦
焚,两棵树，栽并排，着了火，烧起来
焚,梦又不成灯又残
焚,三十六着
焚,灾后重要的是摆脱困境
焚,只将残梦伴残灯
焚,除夕梦里火一团
焚,早梅枝头烟半笼
焚,森林大火
焚,心如火燃
轩,举杯为祝古稀期
轩,年已古稀仍不休
轩,古稀仍不闲
轩,年届古稀闲不住
蘁,二十四王
妻,妇女地位偏低现象一直存在
妻,妇女地位起变化・此谜定好猜
妻,该女正在争取中
妻,横披头巾修女来
妻,一树梅枝雪底埋
妻,十女同耕半边田
妻,单身姑娘过横山
妻,妇女地位起变化
颙,万历改革第一页
易,上脚就射门，说来并不难
易,早上勿来
易,勿落最后
易,上脚就射门，说来并不难。
易,不要窜马路
易,不要太阳并不难
易,毁之一旦，乃为疏忽之心
易,勿以双方并高低
卡,半上半下
卡,上影
卡,上下一致
卡,上下联系盼启示
卡,上下串通
卡,上下一体
卡,上不是上，下不是下，上也是上，下也是下。
卡,上下一条心
卡,上下一心
卡,承上启下紧配合，严格把关不放松
卡,上下一条横
卡,上下难分
卡,上下合
卡,上下一心把住关
蝻,南下扬帆一叶舟
蝻,南方虎
蝻,一叶南飞舟自横
蛋,后卫得球，足下一钩传中
蛋,足下倒钩，底线传中，进球
竤,端午节后出城头
竤,端午节后出游
竤,端午节后去台北
竤,站前不要讲话
繐,用纸条、布条等扎成的装饰
咀,天上清光映一方
咀,日间一暂别，月下长相逢
膺,孤星眉月照庭前
膺,胸怀广阔明月光
膺,广寒宫里月相伴
膺,胸怀广阔月如钩
膺,广寒宫里月当头
弯,一路盘旋下山峦
弯,山峦隐约残月出
凳,登上采石矶
凳,几度相思锁双眉
骚,一大一小，一跑一跳，一个食人，一个吃草
骚,左边大，右边小，右边跳，左边跑，右边喝血，左边吃草。
骚,半边大，半边小；半边跑，半边跳。半边奔驰疆场上，半边偷偷把人咬。
骚,一边大一边小，一边会跑一会边跳，会跳的吃人，会跑的吃草。
地,城池半残破
地,一池清水倒映斜雁
地,曲直是非一笔勾
地,不讲理的人
地,是非也不分
地,挖土引水能养鱼
地,一池清水人倒映
地,旧时不及今时也
黧,利字当头必带黑
黧,利字当头不算黑
疳,病退后思进甜食
疳,驱魔鬼出林某冲在前
酱,三星白兰地
酱,来将酒后失分寸
酱,只是近黄昏
认,人言不作信字猜
认,人言不可信
认,拆开信简反复看
认,音容几曾识
认,五票赞成证人意识清楚
认,伪诈之人无作为
认,斜雁一声先
认,为人之道
认,三更出诊
嵩,天台四万八千丈
嵩,上天峰
嵩,岑参高适今已没，高山仰止听松声
嵩,中岳耸云天
嵩,下岗后另谋高就
嵩,山不在高
嵩,少林圣地耸入云端
嵩,高山听松
雰,雨点纷飞各东西
雰,黄梅时节雨纷至
雰,黄梅时节雨纷纷
雰,雨点纷飞连续雨
雰,雨点纷飞各西东
煅,高温
煅,炉火纯青
煅,用火段
釱,一旦有钱就要大
釱,天下有钱人皆仰
釱,天下有钱人皆有
釱,一旦有钱就大发
幺,幻象当前难解破，曲曲折折细思量
幺,幽山空朦半隐现
幺,叠叠远山望觉微
幺,一点不玄乎
艳,万紫千红
艳,赤橙黄绿青兰紫
艳,风声瑟声伴雁声
艳,繁花似锦
艳,一派灿烂丰收色
艳,千红万紫燕声中
艳,万紫千红闻燕声
艳,三十而立添光彩
艳,色彩丰富
芒,凌万顷之茫然
芒,忘却心事二十载
芒,念与世间辞
瘌,病从口入
蚊,参差萤火舞亭前
蚊,远帆一点长风里
锺,破镜重圆
丢,去一撇，就没了
丢,千层底
丢,千山远影一抹来
丢,千载浮云一望收
丢,直插云端吻初月
丢,雁阵斜排入云端
丢,电杆高竖入云端
丢,眉月一直上云端
丢,城头新月映远山
丢,除去撇就没了
丢,人前不心怯
丢,《左传》云
丢,仙山缥缈云缭绕
丕,缺一不成
丕,低空斜雁疏
丕,一去不复返
丕,夫人一去不复返
丕,夫人一去不复还
丕,不到三分之二
丕,不甘心落后
丕,一传不到位
龉,牙齿一咬我愿意
姆,妈妈育囡有方
莲,接连遭遇苦头
莲,不断用心改革
榔,此君二九正当年
榔,十八罗汉
谤,插话
谤,休言六桥无芳草
诶,话若及私终如失
蹷,足有一半
蹷,存足现金
飑,龙图铁面傲铮骨
飑,先机莫错失，当挂空头炮
揖,拱手作别
揖,只手遮住耳朵
揖,拱手相别各西东
揖,拱手相别五指紧
霏,雨后远树列成行
鼩,句似松鼠
鼩,句似松鼠一口
鼩,句似老鼠
鼩,句拟鼠方寸
鼩,句中有鼠
鼩,句拟松鼠语
妄,宝婺星沉
蕖,下植树，上种草，中间大水用不了
蕖,大江南北，植树种草
蕖,渠畔草色绿如茵
蕖,渠水断流花早落
蕖,渠水断流草木生
蕖,渠水断流草自生
课,九九话重阳
课,多谈实际
课,言过其实
课,实话当实说
课,说实在的
课,东方露出鱼肚白
课,留下妙计安天下
课,占卜之意，实话实说
棺,林务大臣
蜗,内容虽变，还是条虫
篌,一直等着侯
篌,一直等候在前
篌,一直等侯
篌,个个封侯
篌,一直等候在候审
篌,一直等候在狱前
岭,令妇女解放翻了身
岭,崮巅时有羚羊出
岭,峰前传虎符
冗,一桥如画清风里
冗,一桥飞架黄河套
冗,几度壶中意长长
冗,画桥南头采石矶
藵,出口草衣
敖,人傲终招损
敖,有人自以为了不起，长耳听不进意见，说话诋毁他人，来了之后到处游玩
敖,有人不虚心
撰,马上相逢一抱拳
稻,一半秋波一半春
轵,七上八下叶参差
轵,推牖空中半轮光
轵,先生七十有八而高格依然
垄,不要无端在人前出点子惹是非
垄,舜之壤，禹之封
垄,地震前后变了样
嵇,千山尤有险峰在
嵇,千山尤带斜雁影
嵇,千山尤有险峰存
嵇,千山尤带斜月影
嵇,千山尤带斜阳影
朴,查漏补缺不修饰
朴,春醉芳心，半卧枝头
耢,劳动前后庄稼变
碧,横山影映泉水清，天际方见月痕升
碧,白头旧约在，三生石上逢
碧,安得共为荆公语
碧,小王和小白，同坐石头上
碧,其名曰夔，黄帝得之
碧,王大娘和白大娘，挨肩坐在石头上
碧,万科老总演讲
碧,泉水泻石溅玉珠
碧,楚君不识荆山玉
碧,王大妈白大妈，一起坐在石头上。
碧,主讲红楼梦
碧,荆公欠安上表来
碧,与君共话《红楼梦》
碧,溜须皇上，走动皇后，各得五斗禄
碧,王先生坐在石头上
岘,远峰隐半现
岘,山见仙人迹已残
岘,山见仙人迹板桥
岘,山见仙人迹
詹,小厂八方闻吴声
詹,小厂八方闻吴语
詹,东厂八方闻吴声
邛,残最一片江流去
邛,西部开发出力建功
邛,残阳一片江流去
妲,出嫁后一日
妲,织女相会牵牛星
妲,坤角青衣
妲,要把西藏旧貌改
妲,拂晓姑娘来
妲,如释重负
